,week_index,count,country_code,Postive_tweets,Negative_tweets
28,39,38,PA,9,8
29,26,37,PA,13,4
30,35,37,PA,11,6
31,6,35,PA,14,9
32,23,34,PA,12,12
33,30,33,PA,16,6
34,4,33,PA,10,9
35,11,31,PA,6,4
36,27,31,PA,12,3
37,43,29,PA,12,9
38,25,29,PA,11,2
39,31,28,PA,15,1
40,49,28,PA,13,4
41,5,28,PA,10,6
42,29,27,PA,13,6
43,28,24,PA,9,4
44,47,24,PA,9,5
45,48,22,PA,9,2
46,0,14,PA,5,4
47,2,14,PA,7,5
48,1,14,PA,5,5
49,3,4,PA,2,2
0,19,5887,AU,2712,1495
1,20,5558,AU,2676,1337
2,47,5363,AU,2348,1256
3,24,5230,AU,2445,1262
4,39,5206,AU,2427,1267
5,16,5040,AU,2389,1217
6,15,4865,AU,2197,1185
7,21,4858,AU,2289,1166
8,17,4721,AU,2311,1140
9,41,4691,AU,2237,1125
10,18,4514,AU,2195,1142
11,22,4490,AU,2245,1040
12,34,4268,AU,2007,907
13,23,4248,AU,2010,1041
14,31,4229,AU,2008,936
15,45,4053,AU,1873,914
16,35,4011,AU,1898,870
17,25,3976,AU,1899,988
18,32,3849,AU,1910,818
19,30,3784,AU,1794,848
20,42,3666,AU,1765,817
21,40,3606,AU,1689,898
22,14,3569,AU,1689,830
23,26,3556,AU,1766,805
24,29,3440,AU,1611,858
25,43,3321,AU,1553,824
26,27,3312,AU,1587,767
27,13,3233,AU,1601,740
28,36,3217,AU,1581,748
29,37,3153,AU,1431,762
30,28,3020,AU,1370,730
31,9,2999,AU,1456,623
32,8,2928,AU,1409,616
33,33,2923,AU,1394,606
34,46,2921,AU,1341,661
35,38,2804,AU,1314,644
36,11,2617,AU,1292,580
37,48,2601,AU,1163,638
38,44,2478,AU,1200,531
39,12,2461,AU,1239,520
40,6,2425,AU,1161,471
41,5,2418,AU,1136,495
42,7,2358,AU,1125,471
43,10,2315,AU,1109,499
44,49,1843,AU,880,453
45,4,1777,AU,858,356
46,0,822,AU,321,204
47,1,793,AU,367,179
48,2,529,AU,237,108
49,3,346,AU,145,68
0,9,315,SA,143,40
1,12,310,SA,136,41
2,8,272,SA,126,44
3,11,264,SA,124,37
4,10,255,SA,105,47
5,26,228,SA,115,31
6,13,226,SA,96,40
7,1,217,SA,76,35
8,14,206,SA,82,37
9,0,204,SA,91,39
10,39,189,SA,85,25
11,6,183,SA,72,29
12,15,180,SA,75,29
13,19,170,SA,76,36
14,35,165,SA,67,39
15,4,160,SA,68,28
16,5,156,SA,60,23
17,2,155,SA,44,30
18,7,147,SA,61,19
19,20,144,SA,69,21
20,16,144,SA,56,19
21,18,140,SA,61,26
22,41,138,SA,61,20
23,40,135,SA,54,20
24,32,135,SA,49,29
25,21,134,SA,61,26
26,17,132,SA,54,18
27,42,128,SA,62,21
28,38,127,SA,60,18
29,37,123,SA,36,26
30,49,122,SA,44,29
31,46,119,SA,55,19
32,34,117,SA,52,21
33,27,117,SA,52,15
34,24,115,SA,36,27
35,22,114,SA,58,14
36,23,111,SA,52,13
37,36,110,SA,54,11
38,47,110,SA,43,14
39,30,109,SA,40,23
40,29,108,SA,43,21
41,43,107,SA,49,20
42,31,106,SA,48,23
43,25,103,SA,42,20
44,33,102,SA,41,12
45,3,101,SA,44,14
46,45,94,SA,35,14
47,44,93,SA,35,15
48,28,87,SA,36,20
49,48,86,SA,37,19
0,32,1116,DE,489,209
1,38,1023,DE,442,219
2,34,898,DE,406,165
3,31,881,DE,399,172
4,33,864,DE,379,152
5,39,852,DE,386,148
6,37,791,DE,336,154
7,41,784,DE,400,131
8,43,740,DE,315,158
9,35,734,DE,352,134
10,44,726,DE,348,147
11,36,705,DE,335,115
12,30,704,DE,320,144
13,0,688,DE,298,128
14,45,652,DE,274,148
15,14,643,DE,281,118
16,1,642,DE,285,123
17,40,618,DE,297,97
18,47,617,DE,304,98
19,9,616,DE,295,113
20,29,615,DE,287,117
21,13,610,DE,314,101
22,48,609,DE,306,102
23,42,606,DE,270,125
24,12,601,DE,284,100
25,49,598,DE,289,114
26,8,598,DE,275,110
27,46,598,DE,256,127
28,23,598,DE,303,114
29,28,578,DE,272,109
30,15,545,DE,258,107
31,16,535,DE,271,93
32,20,530,DE,231,97
33,21,521,DE,221,107
34,19,510,DE,240,110
35,10,506,DE,241,86
36,2,499,DE,234,88
37,18,488,DE,248,84
38,26,487,DE,244,102
39,17,485,DE,236,95
40,22,484,DE,242,75
41,11,477,DE,229,97
42,27,469,DE,224,88
43,4,461,DE,211,81
44,24,456,DE,218,85
45,5,452,DE,205,85
46,25,444,DE,224,93
47,6,435,DE,222,68
48,7,411,DE,184,90
49,3,398,DE,176,82
0,10,75,SL,36,15
1,8,53,SL,26,6
2,6,47,SL,19,10
3,9,43,SL,29,9
4,11,37,SL,21,6
5,5,32,SL,19,1
6,1,30,SL,12,8
7,2,27,SL,13,5
8,15,25,SL,9,6
9,12,25,SL,11,2
10,0,24,SL,9,4
11,13,24,SL,11,6
12,20,24,SL,9,5
13,18,24,SL,16,5
14,4,24,SL,15,5
15,7,23,SL,14,4
16,44,23,SL,10,4
17,16,22,SL,12,2
18,24,22,SL,12,3
19,45,21,SL,8,8
20,21,20,SL,10,5
21,14,18,SL,9,4
22,48,18,SL,4,1
23,36,17,SL,11,4
24,39,15,SL,7,2
25,47,15,SL,7,3
26,41,13,SL,7,2
27,35,13,SL,11,0
28,22,13,SL,9,4
29,19,13,SL,7,0
30,26,12,SL,7,2
31,40,12,SL,6,1
32,38,12,SL,6,1
33,34,12,SL,5,0
34,3,12,SL,5,5
35,43,11,SL,6,1
36,49,11,SL,5,4
37,31,11,SL,2,3
38,42,10,SL,4,1
39,46,9,SL,6,2
40,25,9,SL,4,1
41,33,8,SL,4,0
42,32,8,SL,3,2
43,27,8,SL,1,1
44,37,7,SL,1,0
45,29,6,SL,3,0
46,23,6,SL,0,2
47,17,6,SL,2,0
48,30,5,SL,2,1
49,28,4,SL,1,1
0,9,96,ET,42,19
1,8,91,ET,43,12
2,10,82,ET,37,7
3,11,77,ET,32,12
4,12,71,ET,38,9
5,5,58,ET,37,5
6,7,58,ET,32,6
7,19,56,ET,23,8
8,13,54,ET,29,4
9,4,52,ET,28,13
10,6,46,ET,24,7
11,38,45,ET,20,7
12,24,42,ET,20,3
13,22,41,ET,17,8
14,20,40,ET,21,7
15,14,39,ET,8,7
16,26,39,ET,15,4
17,21,38,ET,16,9
18,27,37,ET,16,2
19,23,37,ET,14,8
20,39,36,ET,24,4
21,32,35,ET,15,3
22,25,35,ET,17,5
23,0,34,ET,22,7
24,28,32,ET,15,4
25,1,30,ET,13,5
26,45,29,ET,12,10
27,30,28,ET,16,2
28,18,26,ET,8,1
29,43,26,ET,16,4
30,33,26,ET,12,5
31,44,26,ET,14,4
32,46,25,ET,9,5
33,36,24,ET,15,3
34,29,23,ET,12,2
35,31,20,ET,7,4
36,35,20,ET,8,3
37,17,19,ET,10,3
38,48,19,ET,8,3
39,37,18,ET,9,1
40,49,17,ET,11,2
41,3,16,ET,5,2
42,41,15,ET,6,2
43,42,12,ET,6,0
44,34,12,ET,5,0
45,2,11,ET,5,1
46,47,11,ET,5,0
47,40,10,ET,4,0
48,16,4,ET,3,0
49,15,3,ET,1,1
0,33,619,IT,270,77
1,32,616,IT,226,108
2,31,579,IT,253,106
3,34,505,IT,207,88
4,8,445,IT,183,56
5,35,435,IT,192,63
6,30,429,IT,187,75
7,39,427,IT,147,82
8,9,419,IT,177,50
9,19,406,IT,186,75
10,44,394,IT,167,84
11,40,388,IT,180,66
12,21,381,IT,153,76
13,41,374,IT,174,74
14,18,374,IT,159,74
15,36,374,IT,163,66
16,23,371,IT,168,57
17,17,366,IT,165,74
18,24,360,IT,176,66
19,29,358,IT,156,57
20,45,354,IT,151,72
21,14,352,IT,181,61
22,26,349,IT,162,63
23,27,349,IT,158,62
24,22,342,IT,167,47
25,5,342,IT,117,45
26,37,341,IT,147,49
27,13,340,IT,176,61
28,20,339,IT,155,66
29,6,335,IT,124,54
30,43,335,IT,156,66
31,12,332,IT,164,50
32,15,331,IT,155,49
33,10,326,IT,155,60
34,42,323,IT,147,65
35,38,319,IT,135,54
36,16,317,IT,145,58
37,7,312,IT,157,44
38,49,305,IT,143,48
39,25,299,IT,131,50
40,11,288,IT,131,47
41,28,286,IT,124,41
42,46,271,IT,140,42
43,48,265,IT,110,42
44,47,253,IT,100,49
45,4,237,IT,80,50
46,1,121,IT,45,23
47,0,96,IT,42,15
48,2,91,IT,28,23
49,3,67,IT,16,22
0,8,1661,KE,714,322
1,1,1620,KE,610,372
2,9,1517,KE,671,265
3,10,1483,KE,638,257
4,17,1476,KE,668,274
5,15,1455,KE,654,290
6,11,1443,KE,657,270
7,18,1358,KE,584,261
8,12,1355,KE,576,295
9,34,1291,KE,536,250
10,6,1262,KE,544,224
11,5,1231,KE,512,229
12,4,1206,KE,500,236
13,0,1202,KE,435,265
14,7,1138,KE,501,206
15,16,1122,KE,533,228
16,2,1090,KE,454,222
17,19,1080,KE,474,207
18,35,1074,KE,446,205
19,13,1071,KE,464,208
20,37,1029,KE,446,226
21,21,1019,KE,440,215
22,22,1011,KE,413,218
23,32,978,KE,420,183
24,14,958,KE,434,166
25,3,950,KE,376,212
26,20,936,KE,439,183
27,36,801,KE,368,131
28,23,794,KE,353,124
29,24,793,KE,330,164
30,33,767,KE,309,146
31,25,703,KE,290,135
32,41,685,KE,313,140
33,39,670,KE,295,135
34,31,601,KE,229,127
35,26,599,KE,259,100
36,38,597,KE,232,97
37,27,593,KE,293,107
38,30,567,KE,262,88
39,29,537,KE,254,75
40,40,513,KE,225,91
41,49,492,KE,214,89
42,45,457,KE,208,82
43,28,442,KE,184,89
44,43,423,KE,197,76
45,48,397,KE,172,74
46,44,383,KE,167,57
47,46,378,KE,172,67
48,42,350,KE,160,67
49,47,297,KE,149,48
0,35,268,SE,120,60
1,32,254,SE,116,63
2,34,249,SE,123,55
3,39,245,SE,121,55
4,43,235,SE,113,43
5,33,215,SE,106,40
6,46,212,SE,102,62
7,30,207,SE,100,58
8,45,201,SE,105,48
9,40,195,SE,109,38
10,38,194,SE,96,50
11,31,193,SE,82,44
12,36,192,SE,85,48
13,42,190,SE,76,46
14,1,187,SE,87,34
15,8,181,SE,91,31
16,44,181,SE,83,41
17,12,179,SE,98,37
18,41,178,SE,72,56
19,19,176,SE,82,42
20,14,174,SE,91,36
21,37,171,SE,71,32
22,20,166,SE,92,34
23,9,166,SE,90,26
24,28,165,SE,61,52
25,21,164,SE,78,43
26,16,162,SE,82,35
27,4,160,SE,86,28
28,27,157,SE,75,26
29,2,157,SE,74,35
30,25,157,SE,92,31
31,15,156,SE,75,42
32,29,155,SE,67,41
33,0,152,SE,67,30
34,47,152,SE,67,38
35,26,151,SE,76,25
36,10,151,SE,74,26
37,18,147,SE,72,37
38,13,146,SE,70,27
39,22,140,SE,63,39
40,49,140,SE,76,26
41,24,139,SE,71,36
42,11,136,SE,72,34
43,6,136,SE,61,20
44,17,136,SE,66,28
45,23,135,SE,64,28
46,7,131,SE,70,21
47,3,125,SE,50,32
48,5,122,SE,65,21
49,48,122,SE,68,20
0,43,80,LC,26,10
1,45,60,LC,24,10
2,31,60,LC,19,9
3,44,51,LC,14,11
4,46,48,LC,17,8
5,49,44,LC,15,11
6,33,44,LC,11,8
7,42,42,LC,16,3
8,41,42,LC,13,7
9,48,39,LC,15,3
10,32,38,LC,13,9
11,47,37,LC,15,6
12,34,32,LC,13,3
13,29,30,LC,13,4
14,1,29,LC,5,11
15,37,28,LC,11,2
16,0,28,LC,7,5
17,30,25,LC,9,5
18,18,25,LC,7,2
19,2,23,LC,8,5
20,35,23,LC,9,5
21,12,21,LC,7,4
22,39,21,LC,9,1
23,13,20,LC,9,3
24,40,20,LC,9,6
25,38,20,LC,7,3
26,3,18,LC,5,1
27,20,17,LC,9,3
28,21,17,LC,3,3
29,26,17,LC,5,3
30,7,16,LC,3,3
31,9,16,LC,8,4
32,17,16,LC,8,1
33,27,16,LC,9,1
34,8,15,LC,7,2
35,24,14,LC,6,1
36,19,14,LC,8,4
37,36,14,LC,4,4
38,25,13,LC,6,0
39,10,13,LC,4,3
40,22,12,LC,5,1
41,15,12,LC,3,4
42,16,11,LC,2,3
43,14,10,LC,5,3
44,28,9,LC,4,1
45,23,9,LC,6,1
46,6,9,LC,0,4
47,4,9,LC,4,0
48,11,7,LC,1,2
49,5,7,LC,1,2
0,10,125,EG,54,14
1,3,124,EG,93,7
2,40,120,EG,46,16
3,13,109,EG,50,8
4,39,108,EG,51,14
5,15,103,EG,81,6
6,0,101,EG,43,4
7,11,93,EG,40,15
8,12,92,EG,44,18
9,9,91,EG,43,13
10,8,84,EG,42,10
11,41,74,EG,37,17
12,42,73,EG,32,17
13,1,73,EG,21,19
14,34,69,EG,38,8
15,16,69,EG,51,9
16,33,61,EG,28,11
17,4,60,EG,21,7
18,2,59,EG,25,12
19,17,58,EG,34,8
20,14,57,EG,34,5
21,38,50,EG,26,5
22,27,50,EG,20,5
23,20,49,EG,28,5
24,7,49,EG,20,9
25,28,47,EG,20,6
26,32,47,EG,22,7
27,36,44,EG,21,5
28,37,43,EG,20,4
29,35,42,EG,18,9
30,25,42,EG,21,8
31,49,42,EG,26,5
32,18,42,EG,25,7
33,45,42,EG,27,3
34,44,41,EG,15,12
35,21,40,EG,22,1
36,43,39,EG,12,11
37,29,39,EG,17,5
38,31,39,EG,13,7
39,6,38,EG,11,4
40,46,38,EG,16,7
41,19,37,EG,21,4
42,30,36,EG,20,5
43,5,36,EG,20,4
44,22,35,EG,21,5
45,48,35,EG,16,7
46,26,35,EG,13,4
47,24,34,EG,18,6
48,23,28,EG,17,5
49,47,27,EG,14,4
0,21,519,BS,188,100
1,18,451,BS,152,90
2,19,353,BS,127,55
3,20,331,BS,143,57
4,17,317,BS,114,76
5,31,227,BS,96,36
6,22,224,BS,98,47
7,32,184,BS,68,35
8,29,172,BS,77,26
9,30,155,BS,59,26
10,33,143,BS,59,17
11,34,138,BS,53,21
12,23,124,BS,46,24
13,16,120,BS,48,29
14,28,119,BS,51,23
15,26,111,BS,43,16
16,36,108,BS,55,12
17,14,105,BS,44,16
18,13,99,BS,34,27
19,24,94,BS,33,25
20,0,91,BS,24,21
21,25,87,BS,29,13
22,27,83,BS,34,8
23,44,83,BS,34,13
24,37,81,BS,27,16
25,38,80,BS,30,14
26,10,78,BS,30,13
27,1,76,BS,28,16
28,35,75,BS,26,12
29,15,74,BS,27,9
30,8,74,BS,28,9
31,49,72,BS,29,16
32,47,71,BS,36,11
33,11,67,BS,17,18
34,9,67,BS,20,14
35,12,66,BS,18,18
36,2,63,BS,19,10
37,46,61,BS,24,11
38,41,60,BS,21,9
39,45,60,BS,26,9
40,48,59,BS,26,5
41,40,55,BS,18,10
42,7,48,BS,20,12
43,39,48,BS,12,8
44,5,47,BS,15,7
45,42,42,BS,12,12
46,43,42,BS,16,7
47,6,41,BS,15,8
48,4,36,BS,15,7
49,3,26,BS,8,8
0,22,1115,JM,413,202
1,23,896,JM,333,159
2,24,762,JM,305,148
3,21,564,JM,220,79
4,49,560,JM,207,110
5,26,518,JM,205,104
6,48,513,JM,179,106
7,20,504,JM,199,95
8,10,421,JM,165,91
9,47,420,JM,172,74
10,25,380,JM,161,70
11,27,370,JM,139,67
12,5,364,JM,148,76
13,46,351,JM,141,67
14,8,324,JM,140,66
15,9,321,JM,143,47
16,17,303,JM,107,51
17,4,291,JM,116,44
18,13,286,JM,109,52
19,19,285,JM,107,64
20,41,283,JM,121,40
21,11,283,JM,130,55
22,6,277,JM,106,47
23,15,272,JM,112,44
24,39,265,JM,97,44
25,0,260,JM,83,49
26,32,260,JM,101,47
27,38,259,JM,122,51
28,37,258,JM,109,46
29,29,255,JM,101,51
30,28,255,JM,96,43
31,7,251,JM,118,46
32,35,248,JM,98,47
33,30,248,JM,91,40
34,14,241,JM,107,51
35,40,241,JM,94,52
36,1,236,JM,93,47
37,33,232,JM,92,42
38,12,225,JM,112,47
39,36,225,JM,94,33
40,44,221,JM,92,51
41,45,219,JM,79,40
42,18,219,JM,87,33
43,31,218,JM,106,39
44,34,214,JM,83,39
45,16,202,JM,83,26
46,43,191,JM,61,39
47,42,178,JM,65,28
48,2,177,JM,60,40
49,3,155,JM,46,37
0,8,111,KW,37,26
1,10,95,KW,34,17
2,9,92,KW,35,11
3,11,91,KW,39,8
4,14,75,KW,36,12
5,12,73,KW,32,11
6,39,70,KW,23,7
7,6,67,KW,31,7
8,20,66,KW,25,15
9,1,63,KW,24,7
10,16,62,KW,19,5
11,46,61,KW,21,2
12,0,61,KW,20,6
13,21,58,KW,25,10
14,23,58,KW,26,10
15,13,56,KW,16,9
16,7,55,KW,27,3
17,40,55,KW,15,5
18,5,54,KW,27,5
19,31,53,KW,20,0
20,4,53,KW,28,9
21,18,52,KW,15,7
22,15,51,KW,14,8
23,34,50,KW,18,4
24,47,50,KW,15,12
25,33,49,KW,14,7
26,24,49,KW,14,11
27,2,47,KW,25,7
28,45,43,KW,12,7
29,17,42,KW,13,7
30,22,41,KW,20,2
31,3,40,KW,16,6
32,35,39,KW,7,6
33,26,39,KW,9,4
34,36,38,KW,11,5
35,19,37,KW,14,3
36,43,37,KW,12,2
37,48,36,KW,10,4
38,25,35,KW,10,10
39,37,34,KW,8,1
40,32,34,KW,10,2
41,38,33,KW,9,4
42,27,32,KW,8,7
43,42,32,KW,9,3
44,30,31,KW,5,5
45,41,30,KW,11,4
46,44,29,KW,11,2
47,28,27,KW,12,1
48,49,24,KW,5,6
49,29,13,KW,2,2
0,8,1468,UG,600,310
1,10,970,UG,460,151
2,9,877,UG,403,157
3,11,850,UG,397,159
4,1,803,UG,304,145
5,6,799,UG,356,132
6,13,782,UG,348,115
7,0,779,UG,295,133
8,12,733,UG,327,135
9,22,709,UG,317,122
10,5,689,UG,310,123
11,7,669,UG,311,104
12,38,640,UG,271,104
13,4,640,UG,282,115
14,14,613,UG,250,109
15,23,600,UG,276,112
16,17,572,UG,243,115
17,15,539,UG,215,101
18,16,521,UG,259,85
19,21,498,UG,217,81
20,20,478,UG,208,83
21,19,455,UG,216,75
22,18,449,UG,215,74
23,35,428,UG,220,70
24,37,419,UG,180,76
25,39,417,UG,185,63
26,36,396,UG,179,63
27,24,382,UG,166,64
28,2,374,UG,143,60
29,27,373,UG,183,59
30,25,364,UG,166,62
31,3,362,UG,131,86
32,26,362,UG,137,77
33,34,343,UG,157,50
34,40,341,UG,156,63
35,41,337,UG,151,56
36,33,317,UG,138,62
37,32,300,UG,141,53
38,30,282,UG,137,49
39,29,275,UG,127,63
40,28,254,UG,111,36
41,31,247,UG,125,39
42,42,182,UG,81,33
43,49,180,UG,74,39
44,46,171,UG,76,43
45,45,165,UG,69,36
46,44,161,UG,71,22
47,48,140,UG,55,22
48,47,114,UG,48,17
49,43,72,UG,23,15
0,30,35,SI,16,5
1,33,26,SI,17,4
2,22,23,SI,12,2
3,32,22,SI,8,6
4,31,22,SI,8,6
5,8,22,SI,15,3
6,9,22,SI,8,3
7,21,22,SI,9,8
8,29,21,SI,8,6
9,27,20,SI,7,4
10,23,20,SI,10,4
11,34,19,SI,7,7
12,28,19,SI,8,5
13,41,18,SI,10,4
14,25,18,SI,9,2
15,5,18,SI,6,4
16,44,18,SI,6,2
17,43,17,SI,7,1
18,42,16,SI,9,1
19,7,15,SI,8,3
20,38,15,SI,6,2
21,20,15,SI,6,3
22,10,15,SI,5,5
23,45,13,SI,5,2
24,40,12,SI,5,3
25,13,12,SI,9,0
26,24,11,SI,4,2
27,26,11,SI,4,2
28,39,11,SI,4,2
29,6,11,SI,3,4
30,4,11,SI,5,2
31,47,10,SI,5,3
32,2,10,SI,4,2
33,37,10,SI,4,0
34,35,9,SI,3,3
35,0,9,SI,4,3
36,14,9,SI,5,1
37,1,8,SI,3,1
38,12,8,SI,3,1
39,48,8,SI,5,0
40,15,7,SI,2,2
41,19,6,SI,1,1
42,18,6,SI,2,2
43,17,6,SI,3,1
44,11,6,SI,2,2
45,46,6,SI,2,1
46,3,6,SI,1,3
47,49,4,SI,2,0
48,36,2,SI,2,0
49,16,1,SI,0,1
0,19,731,BW,243,131
1,20,452,BW,147,67
2,44,378,BW,128,68
3,42,346,BW,100,82
4,41,337,BW,122,55
5,12,328,BW,90,64
6,45,322,BW,111,53
7,1,313,BW,104,62
8,0,298,BW,96,53
9,43,287,BW,89,55
10,21,275,BW,75,44
11,46,264,BW,90,50
12,40,242,BW,91,42
13,8,233,BW,81,45
14,2,230,BW,82,45
15,18,229,BW,66,45
16,27,219,BW,67,37
17,14,196,BW,71,40
18,39,195,BW,52,34
19,17,193,BW,71,43
20,15,191,BW,73,27
21,47,189,BW,64,36
22,38,187,BW,62,40
23,5,181,BW,62,28
24,4,180,BW,57,32
25,13,178,BW,70,33
26,7,173,BW,63,37
27,9,169,BW,59,30
28,16,168,BW,47,36
29,23,162,BW,63,35
30,3,161,BW,46,26
31,10,159,BW,57,27
32,22,158,BW,52,24
33,37,155,BW,62,24
34,33,150,BW,50,19
35,30,148,BW,48,27
36,34,144,BW,49,28
37,6,142,BW,52,24
38,25,141,BW,56,25
39,24,139,BW,50,29
40,29,138,BW,52,19
41,48,137,BW,55,27
42,31,135,BW,49,16
43,26,131,BW,49,20
44,35,130,BW,30,25
45,49,128,BW,47,24
46,32,127,BW,45,17
47,11,127,BW,50,27
48,28,114,BW,41,22
49,36,103,BW,31,23
0,43,268,LB,121,44
1,42,261,LB,124,44
2,41,207,LB,93,41
3,48,198,LB,81,40
4,44,190,LB,82,26
5,34,177,LB,73,33
6,47,166,LB,82,18
7,45,156,LB,74,18
8,18,143,LB,62,24
9,46,133,LB,61,21
10,1,131,LB,53,29
11,0,126,LB,48,20
12,19,117,LB,38,27
13,8,116,LB,62,13
14,40,115,LB,49,24
15,33,115,LB,47,17
16,22,111,LB,44,22
17,21,108,LB,45,18
18,35,106,LB,50,15
19,32,103,LB,49,21
20,39,97,LB,40,18
21,29,96,LB,45,20
22,9,91,LB,39,16
23,36,90,LB,42,18
24,16,88,LB,38,15
25,26,86,LB,33,15
26,4,84,LB,36,14
27,7,80,LB,44,16
28,27,80,LB,35,15
29,49,79,LB,33,16
30,2,78,LB,25,15
31,10,77,LB,35,15
32,28,76,LB,34,22
33,31,75,LB,37,7
34,37,75,LB,41,9
35,11,71,LB,33,6
36,30,70,LB,30,17
37,38,67,LB,30,14
38,17,67,LB,33,8
39,13,66,LB,26,16
40,6,64,LB,30,8
41,3,63,LB,34,6
42,12,62,LB,29,10
43,20,62,LB,31,9
44,24,62,LB,26,14
45,5,60,LB,27,5
46,23,58,LB,32,9
47,14,48,LB,20,8
48,25,48,LB,20,11
49,15,40,LB,11,10
0,8,168,TZ,79,27
1,1,162,TZ,49,34
2,4,153,TZ,58,24
3,6,150,TZ,48,25
4,9,145,TZ,58,10
5,0,142,TZ,49,25
6,5,140,TZ,61,23
7,7,125,TZ,55,18
8,2,112,TZ,43,18
9,10,103,TZ,55,18
10,46,84,TZ,36,11
11,3,79,TZ,34,14
12,14,74,TZ,39,8
13,44,73,TZ,29,13
14,23,73,TZ,42,14
15,13,72,TZ,31,14
16,47,71,TZ,25,10
17,11,68,TZ,38,9
18,48,68,TZ,21,20
19,12,62,TZ,29,10
20,45,61,TZ,23,15
21,16,57,TZ,27,11
22,17,55,TZ,22,9
23,18,49,TZ,26,3
24,22,48,TZ,21,8
25,20,48,TZ,25,9
26,15,48,TZ,22,7
27,26,47,TZ,20,8
28,19,45,TZ,20,7
29,41,42,TZ,14,8
30,27,41,TZ,17,5
31,49,40,TZ,18,4
32,24,38,TZ,19,4
33,43,36,TZ,7,6
34,29,36,TZ,14,3
35,40,36,TZ,13,4
36,25,34,TZ,16,2
37,39,34,TZ,16,8
38,34,34,TZ,15,6
39,42,33,TZ,12,7
40,30,33,TZ,15,7
41,38,33,TZ,10,5
42,21,33,TZ,13,5
43,28,30,TZ,13,2
44,31,26,TZ,12,3
45,36,25,TZ,9,4
46,33,24,TZ,9,4
47,35,23,TZ,11,2
48,37,23,TZ,16,2
49,32,17,TZ,10,0
0,44,174,PT,74,37
1,24,174,PT,87,34
2,42,156,PT,69,36
3,15,154,PT,72,30
4,43,152,PT,49,33
5,21,150,PT,77,30
6,23,150,PT,67,28
7,16,146,PT,54,32
8,20,145,PT,63,30
9,33,145,PT,67,26
10,9,143,PT,65,36
11,34,138,PT,55,30
12,32,137,PT,53,30
13,30,132,PT,52,36
14,17,132,PT,53,31
15,22,131,PT,65,27
16,19,128,PT,68,31
17,27,121,PT,43,36
18,8,119,PT,60,23
19,29,117,PT,57,18
20,39,115,PT,46,19
21,14,114,PT,44,26
22,25,114,PT,49,23
23,28,114,PT,40,32
24,35,110,PT,43,17
25,18,110,PT,45,16
26,31,108,PT,41,17
27,45,105,PT,39,20
28,7,105,PT,37,25
29,41,104,PT,38,23
30,38,103,PT,49,18
31,6,102,PT,37,21
32,10,102,PT,46,21
33,36,102,PT,37,24
34,11,100,PT,44,22
35,46,100,PT,39,19
36,26,98,PT,41,26
37,40,97,PT,38,18
38,12,97,PT,47,19
39,37,95,PT,38,17
40,13,93,PT,44,15
41,49,84,PT,31,14
42,5,83,PT,31,17
43,48,81,PT,32,15
44,47,79,PT,32,14
45,0,63,PT,10,19
46,1,60,PT,23,15
47,4,58,PT,29,7
48,2,35,PT,7,11
49,3,27,PT,9,4
0,13,221,CO,60,43
1,14,187,CO,65,48
2,16,159,CO,47,43
3,37,149,CO,57,31
4,12,142,CO,55,31
5,17,137,CO,52,24
6,38,136,CO,40,28
7,43,136,CO,52,31
8,35,135,CO,55,25
9,39,134,CO,45,36
10,18,133,CO,52,23
11,40,130,CO,50,26
12,11,129,CO,50,21
13,15,122,CO,44,30
14,9,119,CO,52,22
15,19,118,CO,42,26
16,36,115,CO,47,29
17,42,113,CO,38,23
18,21,110,CO,40,24
19,8,108,CO,34,25
20,20,107,CO,29,21
21,32,105,CO,33,19
22,41,104,CO,35,18
23,44,103,CO,37,26
24,31,103,CO,36,23
25,23,102,CO,36,17
26,33,99,CO,40,13
27,29,98,CO,44,22
28,30,95,CO,30,13
29,22,94,CO,33,23
30,34,94,CO,30,24
31,7,93,CO,21,27
32,10,92,CO,33,17
33,45,86,CO,37,15
34,26,83,CO,24,15
35,46,83,CO,26,9
36,5,82,CO,23,19
37,49,78,CO,26,18
38,6,74,CO,22,12
39,27,72,CO,33,9
40,24,72,CO,31,11
41,47,71,CO,22,16
42,4,71,CO,34,10
43,28,69,CO,20,20
44,48,59,CO,19,7
45,25,55,CO,12,19
46,0,16,CO,5,2
47,2,13,CO,1,5
48,1,12,CO,4,2
49,3,9,CO,1,1
0,49,557,BR,90,50
1,9,549,BR,131,87
2,43,532,BR,135,51
3,13,503,BR,153,86
4,11,489,BR,131,62
5,8,457,BR,125,68
6,39,450,BR,115,68
7,37,446,BR,103,46
8,38,435,BR,118,41
9,36,429,BR,102,49
10,15,420,BR,101,65
11,12,415,BR,96,54
12,40,412,BR,106,37
13,14,396,BR,105,44
14,44,388,BR,129,39
15,16,386,BR,99,63
16,41,383,BR,97,42
17,10,380,BR,115,47
18,42,371,BR,93,45
19,20,360,BR,73,55
20,17,356,BR,90,59
21,32,349,BR,76,47
22,35,342,BR,81,29
23,34,334,BR,98,34
24,0,322,BR,67,36
25,6,322,BR,76,40
26,24,313,BR,86,36
27,23,312,BR,71,37
28,33,307,BR,90,37
29,18,307,BR,71,36
30,7,303,BR,70,33
31,19,293,BR,82,42
32,45,274,BR,68,36
33,26,273,BR,57,29
34,21,267,BR,68,39
35,30,266,BR,71,34
36,25,263,BR,63,32
37,48,261,BR,53,27
38,22,260,BR,59,39
